Cohort,Retreat,OL Fall,OL Spring,Activities Count,NGSC Activities,civ mil count,service count,culture count
4,No,No,yes,4,"Service - Beaverhead County Rural School Science Fair,""Civ-Mil  - Netflix Party – Medal of Honor series: Episode 5, Vito Bertoldo"",NGSC Culture - Meeting the Moment: The Next Generation of Service,Service - Smithsonian Institute – Digital Transcription",1,2,1
T3,Yes,yes,yes,4,"NGSC Culture - Transfer Committee ,Service - CTE Strong ,Civ-Mil  - Meeting the Moment Leadership During a Crisis Session 1,Service - Diaper Drive ",1,3,0
T3,Yes,yes,yes,4,"Service - St. Mary's Food Bank,NGSC Culture - Health Professional Panel,Civ-Mil  - Profiles in Service ,Service - Letters to a Stranger",1,2,1
3,Yes,Yes,yes,3,"Civ-Mil  - Meeting the Moment: The Next Generation of Service,Service - Church Service,NGSC Culture - NGSC Connect Culture",0,0,0
3,Yes,yes,no,0,,1,2,1
5,Yes,Yes,yes,4,"NGSC Culture - Leadership as a Public Official,Civ-Mil  - Inclusive Veterans Discussion/Panel,Service - Bash the Bug via Zooniverse,Service - Zooniverse- Maturity of Baby Sounds",1,2,1
2,no,Yes,yes,4,"Service - Devour Phoenix,Civ-Mil  - BridgeASU: Should the U.S. Build the Southern Border Wall? ,NGSC Culture - Meeting the Moment,Service - Luminosity Lab COVID-19 Response Initiative",2,3,1
4,Yes,Yes,yes,4,"Service - Hospital volunteering,Service - Sewed masks for healthcare workers,Civ-Mil  - Meeting the Moment: The Next Generation of Service,NGSC Culture - Open Door Tempe",1,2,1
4,No,Yes,yes,3,"Civ-Mil  - Profiles in Service- It takes a Nation,""NGSC Culture - Francescas L, Honors Thesis Comittee"",Service - Volunteered at St. Lukes Hospital",1,2,0
3,No,No,no,0,,1,1,1
4,No,No,yes,4,"Civ-Mil  - Meeting the Moment: The Next Generation of Service,Service - Volunteered at the Downtown Pitch Fork Pantry ,NGSC Culture - Session 1: Leadership in Crisis Planning and Crisis Decision Making ,Service - Kindred Friends at Gardiner Home ",0,1,0
4,Yes,Yes,yes,4,"Service - Feeding the Homeless at Andre House,Service - Open Door,Civ-Mil  - Profiles in Service: It Takes A Nation,NGSC Culture - Meeting the Moment: The Next Generation of Service",1,2,1
4,Yes,Yes,yes,4,"Civ-Mil  - Salute to Service Letter Writing,NGSC Culture - Ambassadors: Reading applications/interviews,Service - Letters to Strangers,Service - Meeting the Moment: The Next Generation of Service",1,2,1
3,Yes,yes,Yes,4,"Civ-Mil  - Profiles and Service: It Takes a Nation,Service - DoSomething.org New State of Mind,Service - NEW STATE OF MIND: JUST CHECKING IN,NGSC Culture - Watching Living Undocumented",1,2,1
5,Yes,yes,yes,0,,1,2,1
2,yes,yes,yes,4,"NGSC Culture - Sun devil alka rocketeers,Civ-Mil  - Tuskegee airmen memorial of the first black airmen,Service - Community center electrical installation ,Service - Emergency Secretary for the south ranch II",1,2,1
4,No,Yes,yes,4,"Civ-Mil  - 2020 John J Rhodes lecture,Service - PXU College Readiness program,NGSC Culture - Healthcare Professional Panel Discussion,Service - Southwest Contemporary Women's Care",1,2,1
5,Yes,Yes,yes,4,"Service - St Mary’s Food Bank,Civ-Mil  - Session 1: Leadership in crisis planning and crisis decision making ,""NGSC Culture - Leadership as a Public Official During a Crisis” with Dr. Eric Meyer, former Arizona State Representative, and retired Emergency Room Physician and a special message from Mayor Kate Gallego, City of Phoenix"",Service - Collected donation boxes from Saint Mary's food bank to distribute",1,2,1
2,YES,Yes,Yes,4,"Civ-Mil  - Student Discussion with General Mattis (Barrett Theater) ,NGSC Culture - DIY Dryer Sheet And Disinfectant Wipes ,Service - Put together packets for kinder students to do during quarantine. ,Service - Helped compile ideas for at home activities for kindergarteners to complete during the summer. ",1,2,1
5,Yes,Yes,yes,4,"Service - Feed my starving children,Service - Painting chairs in Peru,NGSC Culture - ThriveCast Community,Civ-Mil  - Profiles In Service: It Takes A Nation Documentary",1,2,1
4,Excused,Excused,no,0,,1,2,1
5,Yes,Yes,yes,4,"Civ-Mil  - Salute to Service- Letter Writing Campaign,NGSC Culture - Healthcare Professionals Panel Video,Service - Letters to Strangers,Service - ASU Open Door Palo Verde East",1,1,1
4,Excused,Yes,yes,4,"Civ-Mil  - U.S. Army Airborne And Special Operations Museum: Exhibit,Service - Smithsonian Transcription,Service - Freerice,NGSC Culture - Meeting the Moment: The Next Generation of Service",1,2,1
5,Yes,Yes,yes,4,"Service - Feed My Starving Children (01/03/20),Service - Project CURE Volunteering,NGSC Culture - Healthcare Professional Panels,Civ-Mil  - Profiles in Service - It Takes A Nation",1,0,1
3,Yes,yes,yes,5,"NGSC Culture - NGSC Day in the Life ,Civ-Mil  - The Caravan - New America,Service - Made face masks for nurses ,Service - SAFD Toy Drive,Service - Meeting the Moment: The Next Generation of Service",1,2,1
5,Yes,yes,yes,5,"Service - MLK Day of Service,Service - Penny Drive,Civ-Mil  - Profiles in Service,Service - Crisis Text Line,NGSC Culture - OLS Committee",1,2,1
2,no,Yes,yes,4,"NGSC Culture - Leadership and Internship Networking Session,Service - ASU SWE Gear Day,Service - Society of Women Engineers Recycling Pick Up,Civ-Mil  - Meeting The Moment: The Next Generation of Service",1,3,1
3,No,Yes,yes,0,,1,2,2
3,Yes,yes,yes,4,"Service - Children's Ministry,Service - Children's Ministry,Civ-Mil  - Profiles in Service screening,NGSC Culture - Leadership as a First Responder and Medical Professional",1,2,1
4,Yes,yes,yes,4,"NGSC Culture - Section 2: Leadership as a public Official,Service - Bash the Bug,Civ-Mil  - Meeting the Moment: the next generation of service,Service - Free Rice (UN WFP)",0,0,0
3,No,Yes,Yes,0,,1,2,1
5,Yes,Yes,yes,4,"Service - Work Crew,Service - Rocky Point Mission Trip,NGSC Culture - Meeting the Moment: Leadership During a Crisis,Civ-Mil  - Leadership as a First Responder and a Medical Professional During a Crisis",1,2,1
3,Yes,Yes,no,0,,1,2,1
4,Yes,yes,yes,4,"Service - Freerice,NGSC Culture - Session 3 of Meeting the Moment,Service - Making Hospital Masks,Civ-Mil  - Meeting the Moment: The Next Generation of Service",2,2,1
4,Yes,Yes,no,6,"Service - Waste Management ASU pan association ,Service - Philanthropic council at Waste Management,Service - Volunteer to pick up food for people in the community because of COVID,Service - FREE RICE,NGSC Culture - ZOOM: Leadership in crisis planning,Civ-Mil  - Letters to soldiers",1,2,1
5,No,yes ,yes,4,"NGSC Culture - culture event at in-n-out hosted by mission team 2,Civ-Mil  - civil debate on buliding the siuthern border wall chaired by doug sprei of ACTA ,Service - Bash the Bug,""Service - University of Wyoming Raccoon Project, zooniverse """,1,1,1
4,Yes,Yes,yes,6,"NGSC Culture - Ambassadors Essay Grading,Service - FMSC,Service - COAR tutoring,Service - Tutoring at elementary school,Service - Tutor at elementary school,Civ-Mil  - The Next Generation of Service",1,2,1
2,yes,yes,yes,4,"Civ-Mil  - Netflix party on the 22nd,NGSC Culture - Our planet movie,Service - Administration work for autism coalition,Service - Administration work for autism coalition",1,2,1
T2,yes,yes,yes,4,"Service - Bash The Bug,NGSC Culture - What Counts As Healthcare Event,Service - Give Advice To High Schoolers,Civ-Mil  - Watched Profile In Service- It Takes A Nation",0,0,0
5,Yes,yes,yes,4,"Civ-Mil  - Profiles in Service - It Takes A Nation Profiles in Service - It Takes A Nation,NGSC Culture - Zoom petting zoo,Service - March for our Lives Youth connection event,Service - Youth Town Hall",1,2,1
5,Yes,yes,no,4,"NGSC Culture - Tabled for Mission team 2,Service - Mission team 2 penny drive,Civ-Mil  - Meeting the Moment: Leadership During a Crisis Panel Series ,NGSC Culture - Session 4: Public Service Academy Alumni Impact",1,2,1
2,Yes,Yes,yes,0,,1,2,1
4,No,Yes,yes,4,"Civ-Mil  - Netflix Party with Civil-Mil Committee,Service - Service,NGSC Culture - Grading Applications ,Service - Proofreaders Digest",1,2,1
4,Yes,yes,yes,4,"Service - Midwest food bank ,NGSC Culture - Meeting the Moment,Civ-Mil  - Meeting in the moment ,Service - Special olympics ",1,2,1
4,Yes,Yes,yes,4,"NGSC Culture - Roadmap to Intersectionality,Service - Feed My Starving Children,Service - Amnesty International - Various Projects,Civ-Mil  - Watched a war documentary",1,2,1
4,Yes,Yes,yes,4,"Service - Borderlands at West,Service - Castles and Coasters Food Drive,Civ-Mil  - Profiles in Service - It Takes A Nation,NGSC Culture - NGSC Netflix Party",1,2,1
2,YES,Yes,yes,4,"Service - Ryan House Volunteer,Service - Ryan House Volunteer,""NGSC Culture - Meeting the Moment: Leadership During a Crisis, Session 3"",Civ-Mil  - Netflix Party: To be of Service ",1,2,1
3,Excused,Excused,yes,4,"Service - Carlos Zamora,Civ-Mil  - Profiles In Service: It Takes A Nation,NGSC Culture - Healthcare Professionals Panel Video and Articles (pre-recorded),Service - Bash the Bug",1,2,1
5,Yes,No,no,0,,1,2,1
4,Yes,Yes,yes,4,"Service - UN WFP Free Rice,NGSC Culture - NGSC Netflix Party,Civ-Mil  - Leadership During Crisis-- Session 3: Leadership as a First Responder and a Medical Professional During a Crisis,Service - Letters to Strangers",1,2,1
5,Yes,yes,yes,5,"Civ-Mil  - Documentary: True Stories of Pearl Harbor Veterans ,Service - Freerice,Service - Street Cleanup,NGSC Culture - Healthcare Professionals ,NGSC Culture - Healthcare professionals",1,2,1
4,Yes,YES,yes,4,"Service - PF Changs Rock n' Roll Marathon,NGSC Culture - Poster Making Party,Service - NGSC Feed my starving children ,Civ-Mil  - Q&A with General Mattis ",1,2,1
3,Yes,yes,yes,4,"Service - Waste Management Phoenix Open,Service - Changing Lives Center,Civ-Mil  - Overview of September 11th Nat'l Day of Service and Remembrance and Planning Your Service Project ,NGSC Culture - Health Professionals Panel ",1,2,1
